,Unnamed: 0,Author,Published,Comment,Likes,Dislikes,Article,Keyword,Year,Month,Day,Sentiment
40167,40167,'Cesar Silva,2018-10-31T13:25:29,irm acabou campanha juntos brasil n precisa gostar presidente n gostava ltimos brasil povo merecem q coisas melhorem,18,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40169,40169,'Francisco Junior,2018-10-31T14:45:36,bom ter mantega ministro,5,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40170,40170,'Felipe Santos,2018-10-31T14:44:16,n trata forma sim conhecimento sistema necessidades pesquisa brasil bem prioridades tipo indica desrespeito comunidade ci nt fica muitos ci ntistas engajados inteirados necessidades pa s campo ci ncia tecnologia,2,16,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40179,40179,'Carlos Pazzini,2018-10-31T14:31:38,desperd cio oportunidade minist rio t importante vital qualquer pa s preze cidad n conhecimento experi ncia administra p blica vai come ar aprendendo logo esfera federal,2,19,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40182,40182,'Manuel Tavares,2018-10-31T14:35:01,papa marxista china comunista socialista maior economia mundo direitonto falta ler,1,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40183,40183,'FÃƒÂ¡bio,2018-10-31T14:42:06,marcos pontes qualificado n nada ver quest entregar base alcantara trump motivo kkk rindo cara minions,1,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40189,40189,'Cassio Roberto,2018-10-31T14:31:38,excelente escolha belo curr culo feito longe amarras ideol gicas esquerda,9,2,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40190,40190,'Manuel Tavares,2018-10-31T14:31:20,bolsoasno indica favor wal ministra agricultura,2,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40197,40197,'Sandro SetÃƒÂºbal,2018-10-31T14:27:26,boa indica indica t cnica n indica favor melhor estilo cumpanheirada fazia per odo ditadura bolivariana brasileira ainda saindo,10,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40198,40198,'Augusto Pereira,2018-10-31T14:29:22,excelente escolha,1,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40200,40200,'Thiago Gomes,2018-10-31T14:26:21,mto legal falou nome presidente hospital c ncer barretos tb mto bom,1,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40202,40202,'Verdades Verdadeiras,2018-10-31T14:23:41,bozo deve t conseguindo dormir pensando oque escolher escolher nomear gente corrupta pra ganhar bancada oposi cai matando inclusive eleitores ficam contra nomeia somente gente honesta aprova nada brasil vira venezuela oposi ganha tamb m cilada bino,3,4,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40203,40203,'Verdades Verdadeiras,2018-10-31T14:21:47,bozo deve t conseguindo dormir pensando oque escolher escolher n nomear gente corrupta pra ganhar bancada n aprova reformas oposi cai matando inclusive eleitores nomeia somente gente honesta aprova nada cilada bino,2,12,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40205,40205,'Josimar Silva,2018-10-31T12:54:14,aguardando turma sair,13,2,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40210,40210,'AndrÃƒÂ© Martins,2018-10-31T12:31:53,tima escolha brasil precisa seguir rumo lugar alberto fraga geladeira longe pol tica s queremos ficha limpa,297,6,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40217,40217,'Thadeu Marques,2018-10-31T14:02:44,vejo precisou assumir pasta coment rio claro voc j fruto multiplica burros,13,4,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40218,40218,'Frodo Bolseiro,2018-10-31T13:43:40,assim programa espacial brasileiro ir avan ar estudem condi oes lua tit saturno receber vida humana ja estocando alimento treinando condi es climaticas temperaturas abaixo futuro tit,3,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40220,40220,'Fernando Junior,2018-10-31T12:59:24,kkkkkk espa agora ministro tecnologia kkkkk rapaziada d boa cheirada fumada vcs tamb m v espa podem ser indicados ministro pensem kkkkkkk,20,156,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40222,40222,'Bruno Naves,2018-10-31T13:59:17,fernando j nior n capacidade entrar pr escolar quer falar engenheiro ita,0,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40227,40227,'Steve Jobs,2018-10-31T13:31:50,pra sa ser veterin rio pedigree,7,34,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40229,40229,'Meninhas Ferover,2018-10-31T13:45:45,eita d i poderia ser lulao jenio,3,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40233,40233,'Principalsuspeito,2018-10-31T13:44:07,vai ajudar dono havan continuar construir foguetes mandar ratazanas vermelhas espa,5,2,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40242,40242,'Cesar Silva,2018-10-31T13:26:58,sim claro vc ceder bun apenas vez vc tb ser via vc j sabia,16,2,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40244,40244,'Jose Ferreira,2018-10-31T12:38:37,indica p ssima cara n nada haver pasta cargo ser cientista pesquisador t cnico astronauta fanfar,26,168,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40245,40245,'Edu Ribeiro,2018-10-31T13:19:28,jos ferreira vc bem burrinho hein procura saber curriculum cara antes falar asneira,12,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40246,40246,'Sandro Santana,2018-10-31T13:28:31,paulo amorim citado acima haddad ministro tico santa cruz mano brown ia ser lindo,10,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40248,40248,'everton spalideli,2018-10-31T13:36:06,ainda novo ninistro n experi ncia administrativa curr culo invej vel parece pessoa honesta ilibada boa indole requisitos quase extin mundo pol tico s exceto dar voto confian novo ministro,4,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40249,40249,'Ricardo Fontes,2018-10-31T13:33:52,acredito tima escolha minist rio ci ncia tecnologia ser algu m j vis h desenvolvido rea pode ser t desenvolvido quanto pesquisa ainda simples abordo avan ada humanidade talvez at existam outros capacidade merecedor,10,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40250,40250,'L Cameron,2018-10-31T13:33:14,ser bozo vai nomear algum negro ministro precisa mostrar n racista kkkkkkkkk,2,11,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40257,40257,'Felipe Silva,2018-10-31T13:32:10,tao mordendo inveja kkkkkkkkkkkkkkk,0,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40259,40259,'Leonardo Ramos,2018-10-31T13:30:01,sim curr culo astronauta t lugar certo,4,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40265,40265,'Wilson Fischer,2018-10-31T13:22:17,j investigado super minist rio agora arruma aprendiz astronauta ciencia tecnologia,2,12,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40268,40268,'Raul,2018-10-31T13:21:02,melhor indica at agora resto,4,10,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40276,40276,'Fernando Santos,2018-10-31T13:00:31,boa rsrs,4,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40278,40278,'Renato,2018-10-31T13:17:52,perfeito general heleno pontes s melhores time at agora,3,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40279,40279,'Rickson Rolim,2018-10-31T13:08:30,parem falar d ot ces cara varias forma es academicas reporter deveria informar dar todos detalhes video onde diz forma es formado adm publica pos gradu area integra sistemas atuou anos area integra sistemas nasa melhor indica cargo,10,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40280,40280,'Edu Ribeiro,2018-10-31T13:17:28,vejo ai cima coment rio pessoas n m nimo esfor procurar saber cara gente esquerda desinformada doente,2,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40281,40281,'Macionil JÃƒÂºnior,2018-10-31T13:17:16,acho cbf deveria ser subordinada minist rio esportes presidente cbf deveria ser ministro esportes,1,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40282,40282,'Marcel,2018-10-31T13:15:16,parece brasil passando transforma espero bem gostei indica pontes precisamos pessoas s rias queiram bem brasil,11,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40284,40284,'Antonio Santos,2018-10-31T13:14:52,haddad eleito indicaria gedel n bom homem,6,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40288,40288,'Juan Santos,2018-10-31T13:07:16,bom n vai aguentar meses,0,8,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40289,40289,'Helmut,2018-10-31T13:00:09,boa escolha falar atua internacional sempre manteve atividade solo nacional filho ainda ensino fundamental participa eventos rob tica eventos astronauta l incentivar futuras gera es,14,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40290,40290,'Kim Machado,2018-10-31T12:35:41,excelente curr culo invej vel marcos pontes tamb m possui networking fenomenal colegas outros pa ses tamb m atuam nasa al m disso atua onu poderemos ter melhorias pesquisas tecnologias integradas outros minist rios cidades seguran exemplo trariam benef cios popula,123,4,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40291,40291,'Miguel Fernandes,2018-10-31T12:50:59,perfeito capacitado ita capacitado nasa networking ajudar ter informa es apoios importantes,38,2,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40292,40292,'Fernando Carvalho,2018-10-31T12:59:47,jmb mandou bem nesta escolha assim outros j anteriormente definidos,3,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40296,40296,'Suely Santos,2018-10-31T12:52:32,gratificante ver indica desta totalmente t cnica not ria capacidade pessoa vive conhece ineg vel habilidade nisso esperamos assim continue rezamos oramos deus aben oe presidente brasil,40,3,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40300,40300,'Rodrigo,2018-10-31T12:43:30,marcos pontes anos carreira nasa imagina network desse cara lembrando q al m ser formado ita possui mestrado engenharia sistemas bacharel administra p blica,63,2,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40301,40301,'Carlos,2018-10-31T12:49:48,cara g nio orgulho brasil cone n neymar cia coisas pov admira,34,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40303,40303,'Matheus Dias,2018-10-31T12:36:20,escutei entrevista marcos pontes hoje r dio ga cha gostei bastante posicionamento necess rio ci ncia tecnologia incentivada desde ensino b sico deixando muitas mentes brilhantes passarem jovens n terem incentivo necess rio desenvolver habilidades,142,3,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40308,40308,'Jose Ferreira,2018-10-31T12:38:53,indica p ssima cara n nada haver pasta cargo ser cientista pesquisador t cnico astronauta fanfar,13,62,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40311,40311,'Jonatas Baptista,2018-10-31T12:43:22,espetacular ministros qualidade capacidade muda brasil,13,4,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40312,40312,'Enio Lopes,2018-10-31T12:41:54,valor encerra toda esperan povo alcan ministro marcos sinceros votos muita sorte cargo,7,2,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40315,40315,'Aguinaldo Filho,2018-10-31T12:41:22,dever ser soldado importante colocar brasil trilhos,2,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40316,40316,'Jorge LuÃƒÂ­z,2018-10-31T12:41:08,esperamos boas not cias sobre desenvolvimento continuidade programa espacial brasil tecnologia decole junto conhecimento nessa rea t importante progresso,3,1,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40321,40321,'Vonsecka,2018-10-31T12:36:44,capacitad ssimos todos poderoso presidente jb caminho certo agora brasil vai adeus vermelhos imprest veis,17,2,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40323,40323,'Michael Silva,2018-10-31T12:35:31,boa escolha,12,0,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40325,40325,'Lucas Oliveira,2018-10-31T12:32:55,tima escolha cidad capacitado pra exercer fun cara n s astronauta curr culo excelente,147,2,Bolsonaro anuncia astronauta Marcos Pontes como ministro da CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40326,40326,'Alessandro Teixeira,2018-10-30T19:09:56,jovem f brasil precisamos gente nova comprometida problemas povo independentemente governantes precisamos rezar torcer guiados sabedoria divina possam fazer melhor pa s deus aben brasil novo traga resultados,85,4,Astronauta Marcos Pontes diz que aceitou convite para ser ministro de CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,30,Positive
40328,40328,'Marco,2018-10-31T10:00:15,primeira coisa deveria fazer regulamentar ti pra dar impulso mercado tecnologia,6,8,Astronauta Marcos Pontes diz que aceitou convite para ser ministro de CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,31,Positive
40330,40330,'Bruno Illipronti,2018-10-30T20:18:44,trabalho ramo tecnologia ter cara marcos pontes realmente inspirador cara baita background concerteza vai sair muita iniciativa boa inova educa brasil,69,1,Astronauta Marcos Pontes diz que aceitou convite para ser ministro de CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,30,Positive
40332,40332,'Weslley,2018-10-30T19:28:55,certeza marcos pontes far excelente trabalho,54,2,Astronauta Marcos Pontes diz que aceitou convite para ser ministro de CiÃƒÂªncia e Tecnologia,Marcos Pontes;;;;;;;;;;;;;;;;;',2018,10,30,Positive
40333,40333,'Walter Marques,2019-04-17T10:31:48,precisamos ajuda ricos desenvolvermos adianta soberania mis ria precisamos vender conseguir algum desenvolvimento assim orgulho barriga vazia n combinam,0,0,Ministro Marcos Pontes explica acordo para uso da base de AlcÃƒÂ¢ntara pelos EUA,Marcos Pontes;;;;;;;;;;;;;;;;;',2019,4,17,Positive
40334,40334,'Willian Rodrigues,2018-11-01T12:19:50,suma import ncia ocupa marcos pontes ministro ci ncia tecnologia dentro v rios pontos positivos comprovam sim ministro perfeito cargo destaco viagem espacial grande exemplo experi ncia longo carreira destaco tamb m influencia positiva liga es externas internacionais at nasa dezenas pontos comprovam marcos homem integro car ter ser sim grande passo inova es tecnol gicas sensatos ordem progresso,4,2,"\'Ãƒâ€° uma decolagem para cumprir missÃƒÂ£o\', diz Marcos Pontes apÃƒÂ³s ser anunciado por Bolsonaro como ministro de CiÃƒÂªncia e Tecnologia",Marcos Pontes;;;;;;;;;;;;;;;;;',2018,1,11,Positive
40335,40335,'Val Brasil,2018-11-01T17:34:01,grande coisa ir pra lua ajuda vamos continuar afundando,1,7,"\'Ãƒâ€° uma decolagem para cumprir missÃƒÂ£o\', diz Marcos Pontes apÃƒÂ³s ser anunciado por Bolsonaro como ministro de CiÃƒÂªncia e Tecnologia",Marcos Pontes;;;;;;;;;;;;;;;;;',2018,1,11,Positive
