,Unnamed: 0,Author,Published,Comment,Likes,Dislikes,Article,Keyword,Year,Month,Day,Sentiment
27234,27234,'Roberto Santos,2016-01-19T22:02:02,celso daniel diga contra pt compre caix,14,1,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27236,27236,'FÃƒÂ¡tima Alves,2016-01-19T21:45:55,ficar contra preparem pra morrer,15,9,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27238,27238,'Cleber JÃƒÂºnior,2016-01-19T21:57:56,f cil incompetentes idiotas comprados fab colocarem culpa n est aqui v enfiar viola saco irm marcos piloto experiente todos juntos consultor nesta rea ainda realiza treinamentos garanto apresentaram fam lia antes ouviram poucas boas verdades hora entregam verdade falha avi qualquer outra coisa cansa falha pilotos nunca ainda sabe hist ria marcos,8,6,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27239,27239,'Roberto Zacarias,2016-01-19T21:22:30,assisti explica acidente globo news vou dizer explica ficou focada nica exclusivamente pilotos pq n est aki defesas covardia,23,9,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27241,27241,'Arnaldo Moraes,2016-01-19T21:49:39,quanta explica esconder crime cio,4,12,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27242,27242,'FÃƒÂ¡tima Alves,2016-01-19T21:55:09,revoltada coja est afundando brasil sinicamente querem fazer povo bobo dizendo n sabem nada n confio nesses pol ticos brasileiros nunca ter voto n vou estar fazendo escada pra subirem,4,4,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27247,27247,'Rodrigues,2016-01-19T21:44:50,cenipa t bem heim queda helic ptero fernand colocou culpa pilotos agora tamb m ta s coincid ncia,4,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27251,27251,'AndrÃƒÂ©,2016-01-19T21:31:06,geisels figueiredos sarneys barbalhos maias calheiros collors magalh es jereissatis arraes lulas silva roussefs malufs dirceus serras cardosos brizolas vargas campos z povinho brasileiro perdendo tempo,6,1,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27256,27256,'Alexandre Fagundes,2016-01-19T20:40:19,acidentes reos brasil mortos fato pilotos executivos voarem avi treinamento adequado equipamento comum diferente pilotos linha rea anac n fiscaliza limite horas desses pilotos pr prio pol tico campanha quer saber chegar lugares n importa pilotos est cansados somando tudo mau tempo,11,5,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27257,27257,'Roberto Zacarias,2016-01-19T21:19:23,kkkkkkkkkk j assisti muitos document rios acidentes reos outros pa ses l falhas humanas s ltimas serem analisadas aki s sempre primeiras nunca chegam instrumentos fabricantes empresas etc kkkkkkkkkkk,11,4,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27263,27263,'Marcos Almeida,2016-01-19T21:15:04,g cenipa faz outra piada ai n deu liga t tulo mat ria poderia ser assim pt mandou derrubar aeronave presidenci vel,5,4,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27264,27264,'Manoel Junior,2016-01-19T21:09:28,cansa mal tempo dessa forma deveriam ser uns mil avi es ano ca,13,2,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27268,27268,'AndrÃƒÂ© Souza,2016-01-19T21:11:53,mal tempo sempre h condi clim tica pa s cansa boa n d aceitar tais motivos particularmente acredito algum tipo sabotagem,9,1,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27270,27270,'Josinaldo Melo,2016-01-19T21:05:30,estar cansado povo tanta mentira,12,3,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27272,27272,'Paulo Gama,2016-01-19T20:55:36,fator levou queda avi eduardo campos poderia vencer elei es estranho at agora governo n conseguiu dizer pertencia aeronave,8,3,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27274,27274,'AndrÃƒÂ©,2016-01-19T20:59:36,geisels figueiredos sarneys barbalhos maias calheiros collors magalh es jereissatis arraes lulas silva roussefs malufs dirceus serras cardosos brizolas vargas campos z povinho brasileiro perdendo tempo,4,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27275,27275,'Maria Santos,2016-01-19T20:55:54,n sei porque fab perde tempo investigando acidente reo sempre diz culpa piloto,5,2,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27277,27277,'Renato,2016-01-19T20:49:48,eh f cil culpar mortos verdadeiros culpados estarem vivos eduardo campos podia n ganhar elei ia incomodar,10,2,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27278,27278,'Andrews,2016-01-19T20:47:25,estranho n convenci campos desfecho celso daniel pedra sapato pt facil culpar morto ne,7,3,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27281,27281,'Jose Ivan,2016-01-19T20:43:40,pilotos ganancioso queriam dinheiro hora voo oportunistas,0,7,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27283,27283,'Jean Dantas,2016-01-19T20:40:27,medo desse pt podem tudo ave maria deus viu tudo s sabe verdadeira causa,4,4,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27284,27284,'MÃƒÂºcio Silva,2016-01-19T20:40:17,tudo mentiras kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,0,2,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27287,27287,'William,2016-01-19T20:24:07,fab pol cia federal interesse descobrir pq dessa fadiga descobririam pilotos s afiliados pt,7,8,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27289,27289,'Gilson Reis,2016-01-19T20:32:34,n duvido nada dessa turma s lembrar celso daniel algu m convence porque n descoberto verdadeiros motivos morte,11,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27290,27290,'Gilson Costa,2016-01-19T20:31:52,avi caiu pq piloto devia ser curintiano todo curintiano ja caiu,1,1,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27291,27291,'Gerson Lofhagen,2016-01-19T20:31:36,piloto experiente conforme dito cometeu alguns erros n podia cometer tambem acho estranho relat rio verdade la,3,1,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27292,27292,'Eudes,2016-01-19T20:08:45,cansa pilotos primeiro voo dia dura aproximadamente hora ok acredite quiser,18,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27293,27293,'Eudes,2016-01-19T20:30:58,estando mortos culpados n h necessidade pagar indeniza es,3,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27296,27296,'Gilson Costa,2016-01-19T20:30:36,cara curintia ja caiu antes avi nada ver,3,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27304,27304,'Vinicius Rocha,2016-01-19T20:22:57,li reportagem ja sei mentira pt envolvido concerteza,1,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27307,27307,'Pkbsb,2016-01-19T19:23:22,v rias testemunhas disseram poca avi pegando fogo ar relat rio s levanta suspeita sabotagem,21,4,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27309,27309,'Pkbsb,2016-01-19T20:21:24,li perplexo n acredito reportagem n acredito relat rio entendo muitas perguntas continuam respostas n acredite tudo dizem,2,2,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27310,27310,'Max Oliveira,2016-01-19T20:19:55,culpa pt certeza toda desgra culpa pt,11,1,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27316,27316,'Genario Junior,2016-01-19T20:16:12,resumindo culpa tripulacao diante nao estarem vivos responderem empregadores responsaveis devem responder criminalmente facil qualquer advogado causa fab diz nao eh relatorio culpar apontar responsaveis facil usar tal relatorio confirmar responsabilidades comandante genario lins,1,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27317,27317,'Danielle Akerblom,2016-01-19T19:45:32,outra coisa estranha fato caixa preta ter gravacao outro voo nao voo aviao novo poucas horas voo pegar fogo ceu tecnologia nova fabricacao americana cade resulrado investigacoes tecnicos compania fabricou abiao vieram aqui investigar,19,6,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27321,27321,'Hauxley Oliveira,2016-01-19T20:12:10,tamufudidusssssssssssssssssssssssssssssssssssssss acabou agora fodeusi n jeito juizo inferno chegaram agora simmm,1,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27325,27325,'Claudio Silva,2016-01-19T20:09:08,porque acham filho cerver entregou bandidadem deram rota fuga pai iriam explodir avi,3,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27326,27326,'JosÃƒÂ© AraÃƒÂºjo,2016-01-19T19:49:20,absurdo q desculpa encontraram breve surgir outras respostas,9,2,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27328,27328,'Paulo Franco,2016-01-19T20:08:24,cansa pilotos toda viagem cansativa parece at dado voltas mundo parar v pouco tempo sentido arremeter poss vel causa pr tica arremeter justamente corrigir pequena falha normal quantos pilotos estrangeiros considerados her is arremeter salvar vidas atitudes pilotos explica nexo n explica plaus vel falta visibilidade condi es ruins claro n ver nada j n tanta visibilidade condi es normais imagine chuvendo,3,1,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27332,27332,'Sylvio Junior,2016-01-19T19:53:02,f cil culpar mortos s aqui nessa porcaria pa s,20,4,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27333,27333,'Comentarista SÃƒÂªnior,2016-01-19T20:03:09,voc acha s aqui nunca viu nenhum outro acidente acontece l vamos recentes piloto ap s investiga es disseram transtornos jogou avi montanhas lembra ent n s aqui n s ndrome vira lata,8,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27334,27334,'James Wolf,2016-01-19T20:07:00,f cil virar santo morre vivo estaria curitiba cadeia,2,1,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27337,27337,'Juliano Silva,2016-01-19T20:05:10,conjunto fatores matar eduardo campo pt n perdesse nordeste ai fim deste partido bandido ladr es,6,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27340,27340,'Thiago Ferreira,2016-01-19T20:02:52,ta cara pq avi caiu s n ver n quer,3,1,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27349,27349,'JÃƒÂ¡zio Oliveira,2016-01-19T19:01:21,sempre assim brasil piloto j morreu n morto n fala f cil colocar culpa piloto ahh melhor frase explica transporte pessoa p blica normalmente j cria certo stress tripula pergunto dizer ent companhia rea alit lia transporta l der igreja cat lica dizer ent companhias reas transportam jogadores milion rios cantores afins chego conclus brasil realmente pais piada pronta,26,5,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27351,27351,'Eder Ananias,2016-01-19T19:42:18,piloto resolveu pousar santos dia tempestade chuvosa neblina sendo nessas condi es n descer carro,4,1,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27352,27352,'Danielle Akerblom,2016-01-19T19:42:15,testemunhas disseram viram aviao chamas ar antes cair algo fez aeronave chamas estranho tudo,5,3,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27355,27355,'Hamilton Sobrinho,2016-01-19T18:31:57,ligeraimente revendo imagem video apresentado conseguir detectar ver fuselagem parte inferior brocada verifiquem,5,2,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27356,27356,'Renato Barobosa,2016-01-19T19:37:41,esqueci janta forno culpa pt,6,3,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27357,27357,'Ramom MarÃƒÂ§al,2016-01-19T19:35:32,li texto j n concordar t tulo mesma ideia maioria sobre acidente,7,3,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27358,27358,'Gui San,2016-01-19T19:30:55,f cil colocar culpa n pode defender caso piloto vergonha pior nunca vai mudar,18,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27361,27361,'Aldo Lopes,2016-01-19T19:27:45,kkkkkkkk s rio mal tempo,1,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27365,27365,'Joel Oliveira,2016-01-19T19:23:05,certeza m inferno pt,16,3,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27366,27366,'JosÃƒÂ© Silva,2016-01-19T18:43:22,n rea n concordo cansa dois pilotos imagem v d entender avi seguia dire normal alguma informa n indicava indo pro ch ai,37,2,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27367,27367,'Ernesto Filho,2016-01-19T19:02:06,vc est completamente equivocado aeronave totalmente procedimento aproxima previsto n fale vc n entende n sabe,5,6,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27375,27375,'Marcelino Maus,2016-01-19T19:18:44,quanta palha ada derrubou avi i kgb mando petralhas,1,1,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27379,27379,'Marcelo Pires,2016-01-19T19:17:03,demorou cenipa deixar caso esfriar,1,1,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27381,27381,'Gregory Silva,2016-01-19T19:11:07,manobraaaaaaaa pra avi cair,6,2,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27385,27385,'John Upae,2016-01-19T19:14:39,cara larga ser pangar est correto mal adv rbio modo oposto bem mau adjetivo oposto bom acaso vc fala bem tempo n pois fala bom tempo logo express mau tempo est correta antes sair cornetando estude estude bastante pra n passar vergonha,3,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27386,27386,'Luan Siqueira,2016-01-19T19:12:15,imagino quantos milh es n gastos nessa investiga direta indiretamente quantos profissionais envolvidos quase anos pa s crise,2,2,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27388,27388,'Andrade,2016-01-19T18:48:25,relat rio diz piloto n dormiu arengava tempo todo co piloto conhecia avi pista ia pousar danou,5,2,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27390,27390,'Heloiza Pias,2016-01-19T19:05:09,brm feita elaborada toda planilha satisfa acidente vitimou candidato presid ncia rep blica sr eduardo campos tudo bem vida trar volta culpado,3,7,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27391,27391,'Beyond,2016-01-19T18:49:29,fam lias parasitas usurparam gest pol tica brasileira morrer tudo bando vampiroscanalhas,8,8,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27392,27392,'Wallace Oliveira,2016-01-19T18:42:46,consideraram fatores pt sabotagem comunas,18,7,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27395,27395,'Ernesto Geisel,2016-01-19T18:54:05,cia vc quer dizer servi secreto cubano kgb,4,4,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27400,27400,'Arildo Silva,2016-01-19T18:58:39,desorienta espacial embicou aeronave pensando estar posi correta tanto desceu alta velocidade preparo pouso,1,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27406,27406,'Marcelo Pires,2016-01-19T17:55:07,n interessa algum morreu dinheiro dentro cueca z guimar es l der pt c mara irm geno,7,6,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27412,27412,'Andrade,2016-01-19T18:32:32,deve ter havido discuss pilotos causa diversos erros praticados ent piloto resolveu jogar avi p tio condom nio puro estresse,1,1,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27415,27415,'Max Lopez,2016-01-19T18:28:53,n duvido voc petista,1,0,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27416,27416,'Pkbsb,2016-01-19T16:55:12,v colocar culpa morto fato avi espatifou meio cidade n sobrou nada pode inventar relat rio mil p ginas n vai explicar fato causou acidente sabotagem,159,20,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27419,27419,'Gustavo Brito,2016-01-19T17:36:39,pt mata homem agora vem relat rio inconclusivo,52,14,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27426,27426,'Luciano Martins,2016-01-19T17:08:01,meses investiga es chegar conclus at bobo chegaria piada viu acidente estranho n surpreendo nenhuma atual governo tirem pr prias conclus es,79,16,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
27429,27429,'Edivan Barreto,2016-01-19T18:07:59,cad dados caixa preta porque aeron utica tornou investiga sigilosa porque n sobrou nada restos mortais passageiros tripulantes quero ver vai responder,0,1,"Conjunto de fatores motivou queda do aviÃƒÂ£o de Eduardo Campos, diz FAB",FAB;;;;;;;;;;;;;;;;;',2016,1,19,Negative
